C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_07_492.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_07_492.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_07_492.jpg, 0, 0, 0, 8.094445E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_07_594.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_07_594.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_07_594.jpg, 0, 0, 0, 8.037535E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_07_699.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_07_699.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_07_699.jpg, 0, 0, 0, 7.829688E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_07_802.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_07_802.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_07_802.jpg, 0, 0, 0, 7.819201E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_07_904.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_07_904.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_07_904.jpg, 0, 0, 0, 7.840169E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_006.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_006.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_006.jpg, 0, 0, 0, 8.223872E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_110.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_110.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_110.jpg, 0, 0, 0, 7.807596E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_214.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_214.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_214.jpg, 0, 0, 0, 8.140731E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_315.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_315.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_315.jpg, 0, 0.1135098, 0, 0.005769366
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_418.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_418.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_418.jpg, 0, 0.4198332, 0, 0.3914485
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_522.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_522.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_522.jpg, 0, 0.7169907, 0, 1.09196
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_623.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_623.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_623.jpg, 0, 1, 0, 2.14281
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_727.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_727.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_727.jpg, 0, 1, 0, 3.316416
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_834.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_834.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_834.jpg, 0, 1, 0, 4.722338
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_08_941.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_08_941.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_08_941.jpg, -0.2255151, 1, 0, 5.872325
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_043.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_043.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_043.jpg, -0.3345093, 1, 0, 6.98772
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_151.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_151.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_151.jpg, -0.03789568, 1, 0, 8.12429
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_251.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_251.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_251.jpg, 0, 1, 0, 9.245894
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_352.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_352.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_352.jpg, 0, 1, 0, 10.36047
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_569.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_569.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_569.jpg, -0.6450542, 1, 0, 12.51369
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_669.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_669.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_669.jpg, -0.3851284, 1, 0, 13.5347
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_777.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_777.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_777.jpg, -0.01538043, 1, 0, 14.81868
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_881.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_881.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_881.jpg, 0, 0.9065224, 0, 15.88881
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_09_984.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_09_984.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_09_984.jpg, 0, 0.6212635, 0, 16.57483
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_085.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_085.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_085.jpg, 0, 0.3120908, 0, 17.02653
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_188.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_188.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_188.jpg, 0, 0.0211457, 0, 16.9591
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_292.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_292.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_292.jpg, -0.3032304, 0, 0, 16.83305
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_397.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_397.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_397.jpg, -0.04254869, 0, 0, 16.57846
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_501.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_501.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_501.jpg, 0, 0, 0, 16.38288
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_605.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_605.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_605.jpg, -0.0812247, 0, 0, 16.21944
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_712.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_712.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_712.jpg, -0.3803505, 0, 0, 16.00745
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_815.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_815.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_815.jpg, -0.06628919, 0, 0, 15.81694
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_10_917.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_10_917.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_10_917.jpg, 0, 0, 0, 15.64913
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_11_022.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_11_022.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_11_022.jpg, 0, 0, 0, 15.48639
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_11_122.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_11_122.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_11_122.jpg, -0.2780802, 0, 0, 15.2944
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_11_226.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_11_226.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_11_226.jpg, -0.302847, 0, 0, 15.09115
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_11_330.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_11_330.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_11_330.jpg, -0.01165563, 0, 0, 14.9401
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_22_06_41_11_435.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_22_06_41_11_435.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_22_06_41_11_435.jpg, 0, 0, 0, 14.75635
